X_Coordinate,Y_Coordinate,Z_Coordinate,Initial_Energy,Residual_Energy,Transmission_Power,Signal_Strength,Noise_Level,Energy_Consumption,Packet_Loss_Rate,Network_Lifetime,Adaptive_Learning_Rate,Temperature,Humidity,Detection_Accuracy,Target
-0.41590017604175766,-0.452464807418262,0.8018844430853486,0.4824940046926257,-0.6843155526066245,1.193409366489703,0.8335563159523032,-1.5966335553101787,1.087376607565613,1.3269651680591246,0.27929301962478253,-0.4865204221907659,-1.3439814068592806,0.982549711581125,1.8897408220555212,1
1.5873774548175783,-0.5932581916328389,-1.1003593217435257,-0.13641397433791683,-1.3898656188903136,-0.029922793550044603,1.3186938339529457,1.1515153267329392,-1.2199121013303391,1.4312794296605633,0.09262933598091401,1.1278057737807696,1.412446370461841,-1.3126247107926234,-0.17607590349126573,0
0.8269171230780104,-1.1351488766135196,-0.5349805113286185,1.611824053956589,-1.2808274159276596,-1.067118639996507,-0.13422251858923095,-0.8739765883069017,1.5273022444471136,-0.4066199699385878,-0.51770721487764,-1.6088485181278918,-1.3500335373224241,-0.47808004235279444,0.8565729006662562,1
0.36332825463315627,0.35514644298256254,0.5692236484130929,-0.9680074603062948,-1.0930721808004626,0.80983502020021,-0.73914187488514,-0.7528738562059911,1.1733036892198645,-0.9166355468574123,-0.024484266620500367,0.8573822486131699,-0.15296687670467943,-0.21598186803404568,-0.6135501908720953,0
-1.1756690081076215,-0.09646608101467176,-0.06263456022988376,0.3084745988684768,-1.0136231232109663,-0.2929538033065491,-0.6360008729599933,-0.9546270528211896,1.432628606684874,-1.0555542662176218,-0.46893264017890246,-1.669757331699737,-0.13835610668985943,0.1641362486995421,0.5537067955386329,1
-1.1757528703671871,1.248517038129215,0.8317796343119793,0.6972680942738532,-0.880154346676261,0.31728882555246735,0.6784791496085607,1.1920090603219062,-0.7385814605819014,1.343626994714441,0.5469426864475458,1.6271262557032673,0.7796650574130282,-1.491161215370027,-0.6358185462303793,0
-1.5161755001622588,-1.633089589434652,1.6081686503686912,1.1310504090978541,-0.8345283474647587,-1.3730225612389464,0.22865077738205983,1.6774653038636607,-0.5673917952323282,-0.918054287507403,1.1613159446815924,-1.576955182599841,0.6125438106828194,-0.38419553126434314,-1.1925115594385938,0
1.2934500109824365,0.48167177008798784,-1.3373709194650132,-0.31746940252777006,-0.14224600099285453,0.445464551689368,-0.05316992210240691,0.8951173424036091,-0.10670021588422539,0.12329387215848991,0.9943296686180184,1.0439099183766514,0.3947420972124658,-0.673574704449418,-0.9857574171649043,0
0.3718692597476942,0.8933176347382022,0.7306379790080043,0.6512853243082991,0.043936107575185346,-0.4494693808229053,-1.039529825782763,1.1342861105987707,-0.9492659115002535,-0.5686979098055334,-0.5535934980367788,0.7125228009414606,0.4638991134999805,-0.1545276563796184,-0.7910891553574673,1
0.7437458626049603,0.8813489251871771,-0.9405314063729157,-0.6765582963371687,-0.6498592426925799,-0.5859836747604997,1.2990647206367008,0.4241104619801333,-0.12214002361543852,0.01240958742090118,0.03173900461630505,1.272313131958366,0.8908994631287549,0.7721021066092741,0.1823879403955625,0
-1.6465547251124824,1.3189435064095036,-0.2984162392664218,-0.2188291919293188,1.4188578831437344,1.65357806527054,0.9707582315485495,0.10333989130196,-1.6864759513464276,-0.5199430676975094,-1.698524598262009,-1.271507689161909,-1.1356221037116945,-1.2287902377175495,0.12125741239101272,0
1.6541177015126807,0.7760778475141192,-1.6291972958323597,1.3734983562030232,0.1945447968749473,-0.24525617794763246,-1.2555453758639978,0.7775855930448821,1.2909576741777045,-0.7035185298211303,1.2835967735227312,-0.4850406360036872,1.6345652742423324,0.608370441125766,-1.750212289477328,0
1.176163299108368,1.4632192330564717,-1.2698554575667758,1.561332987340427,1.0046441372973314,0.6065816491981946,-0.4672438043174157,-1.6207571179049323,-1.1615375526081984,-0.23648683005724125,-0.8841877278958181,-1.4190118727105936,0.15068929063560813,-0.5174346424206393,1.0100296136782403,1
-0.9798505549064578,-0.5941414062861936,-0.6286562674170201,0.7616577505814547,1.4774240297787142,0.43208926714543794,0.14025685568842022,-1.531100502014949,-0.0006704129743114992,-0.5645749628197894,-0.20529823520690843,-0.7156228044170756,0.7565841010945085,-0.6923580583738175,1.3807916984261643,1
-1.0859439939396007,-0.0045646416562841385,-0.5512097571198752,-0.4303461544628116,-1.1536938523513618,-1.383294719632802,-0.16495935584363894,0.657620338126918,1.4668256948605836,1.1967417769827906,-1.2062784212806963,0.39896592389004093,0.2652695227798252,-0.3608698059926401,-0.9409858009309429,0
-1.0804521435257983,-1.6954164418439712,1.3932753257321249,1.1119947765617395,-0.23849479719641564,0.8489772285297695,-0.36153176791222424,-0.5740596329408255,1.097039557305951,0.29643995694706354,0.6169397092373755,1.6514876277516688,1.2868111812446068,1.2082768924254486,-0.44602605950388147,0
-0.6603161275073308,-1.7200364427860138,0.8430848275338481,-1.636258810781325,-0.22004862832129757,-0.62424076208707,0.7545581721599088,-0.036334968593855536,0.9432260755575727,-1.1094053437129883,0.1562042418017115,-0.8345687302542651,0.2940375586294965,-1.5191684319529504,0.04441084675608809,0
0.10638108141120574,-0.9140043487437689,1.6464413844632562,-1.3702238208422286,-0.49224494686209774,1.025901467134559,-1.554996210642347,0.9888594646902555,0.35798503559353123,-0.9016383978311753,-0.46999723830714235,-0.5342957582513174,-1.399589780014116,0.23466414140274483,-2.0635908869145054,0
-0.21631131187025093,-1.3956117260059615,0.3453107708094191,0.5628772723796591,-1.6868614825666526,0.3624226665809935,-0.1056091041840921,0.27253857329722586,-0.22208938794873775,-1.53556132426344,0.12115232706081262,-0.3009145690904608,1.28094458935688,0.7893123020599766,0.28997752376593766,1
-0.7055608785442699,-0.8445742410899147,-0.9008829214924984,-0.7179206407764205,1.103151441532218,-0.6452853267427379,-0.8329977685160808,1.070233847258921,-0.1886100006040186,-0.6800932511303172,-1.1501269378476187,-1.6113446955592599,-1.3764458050269295,0.40662571559245936,-0.6167061421247705,1
0.40920338758489877,-1.132074409791025,-0.6011846644944705,1.5664496333013862,-1.3319904056591587,-0.5093234226967285,-1.4503010687620814,-0.28000762832609805,-1.4198312426172537,0.6052874385834203,0.9552813678340599,0.6738144001110089,0.06794967847505665,0.09950694536878996,-0.34964877833590635,1
-1.2331233724709683,-1.6454981713671406,-0.6284517955171147,-0.21680649331362023,1.7237089396691871,0.7920273946924913,-0.12828710756888007,-0.7406831140218485,-1.495883040162104,-1.085801332236347,-0.8128513355931611,-1.2791265409631385,-1.0337148229503639,0.3996479556628986,0.7924897549396975,1
-0.7023777832020629,1.3992469232990672,-0.6052323162348516,-0.23997691494797635,0.9544541747520559,0.1627136790701325,-1.1487114467222326,-0.9245815293439621,1.1740388581376602,-1.3769040016968757,0.3980944642237438,1.333674102864291,-1.3122747440715166,-0.5273317125657837,0.18674446157102018,1
-0.4443349043397754,-1.715661637368475,0.6029925000614585,0.620686690622782,0.2874349023598532,0.5729831940536998,-0.8467557987857156,-1.2853250156460363,-0.3168004048752014,-0.6059699209327327,1.384623796893137,-0.2768676781328192,-1.3078889056935963,-0.28311208167384316,0.578265152519908,1
-0.13243215705087177,0.8004431663135619,0.10725901767431031,0.9303586698453161,-1.1831773980352953,-1.1959560578196453,0.018149596119488794,-1.6171423955364037,-1.5328119825299555,0.4071922196778588,-1.6016347966221862,1.3189626102723762,1.2539536331283432,-0.4101756310293779,0.34767899099598015,0
1.0118236192236625,-1.2181342834204056,-0.3997295614136016,-0.08012538456286071,0.06405498031263089,0.9844107905141586,1.6406447651543556,-1.5599566002856615,0.5555192928467748,-0.07849617936789416,-0.3910951875596855,0.8344866040911105,-0.5377189871309359,0.2538268967880852,2.424462307546954,1
-1.0238861432044477,1.4093598752073937,-1.2238852623557501,-0.9852319978163339,-0.8150008559348206,-0.6338405767291156,0.6343507410247882,-0.7981208116369176,0.6249480962536808,-0.567130487846454,-1.2674481186409805,0.9879607734123881,-0.5130088712816464,1.307572592221402,0.35148053197833073,0
0.0697975722885602,1.3421804066640908,-1.66659297377751,0.9502219047591534,-0.845374641653821,0.40480679989872953,-0.7723667948362168,-0.772194357291843,-0.9381573326277463,1.347097948419633,1.4167396672935668,-0.4123933525250864,0.6316889460511703,-0.11716825262269559,0.36691303628955363,1
0.3416190281707762,0.5163551766345038,-0.9806677621873284,-0.6172123376495869,1.1500182268813457,-1.3473068343603136,-0.4150347469191858,-0.41069558497844394,-0.3097111462978699,-0.09317138662630238,-0.4863447578138501,1.1060529046164673,1.1363698413411754,-0.3508966787392945,0.4271238495153229,1
-1.5566225190203842,0.5797297549236328,-1.3690186463350829,-1.119809177855698,-0.4017682317604883,-0.6302719803019671,-0.33254688736141963,0.32310431029373216,0.24818626652963555,-0.14013035576370672,-0.9953896489074064,0.2306851092321401,1.0939662024347947,0.5913660125856642,0.10849665055619243,1
0.39422492099915213,-1.7256311774886592,0.995240672494261,0.4599859581804059,-0.15950512578640563,0.5054079884104387,-1.2103539500239062,0.909500381612246,0.3265630271186143,-1.611665704230267,0.6112781356004775,-1.1306766758412,0.5023297205302882,-1.0667073231691726,-1.7866700321084457,0
